HHNR	ZPERS	AUSB	EINK	AUTOS	ZGDE
4021000001600	1	0	17	1	4021
4021000015100	2	0	7	0	4021
4021000025000	3	0	9	2	4021
4021000025001	3	0	7	2	4033
4021000030200	1	0	19	2	4021
4021000038000	1	0	9	1	4021
4021000046700	3	0	13	1	4021
4021000059300	2	0	7	0	4021
4021000061900	2	0	9	1	4021
4021000113000	3	0	7	1	4021
4021000128000	1	0	17	1	4021
4021000132800	1	0	15	1	4021
4021000181500	3	0	9	3	4021
4021000183800	3	0	9	1	4021
4021000190000	2	0	9	2	4026
4021000198300	2	0	7	0	4021
4021000202600	2	0	15	1	4021
4021000214200	2	0	11	0	4021
4021000238600	1	0	11	1	4021
4021000242500	2	0	7	1	4021
4021000254100	1	0	3	1	4021
4021000260800	2	0	5	2	4021
4021000263800	2	0	5	1	4021
4021000294700	4	0	9	0	4021
4021000305500	1	0	17	2	4021
4021000322300	4	0	13	2	4021
4021000329800	2	0	19	3	4021
4021000341200	1	0	7	0	4045
4021000353700	1	0	11	1	4021
4021000354400	4	0	13	1	4021
4021000379000	1	0	5	0	4026
4021000396100	2	0	5	1	4026
4021000398600	3	0	11	2	4021
4021000419700	2	0	7	2	4021
4021000422800	4	0	11	1	4021
4021000428500	4	0	7	1	4021
4021000430300	3	0	5	1	4021
4021000434300	2	0	7	1	4021
4021000454000	2	0	17	2	4021
4021000465900	3	0	17	2	4021
4021000472900	4	0	13	0	4021
4021000473300	3	0	7	2	4021
4021000474200	1	0	5	3	4021
4021000486600	2	0	9	0	4038
4021000499100	1	0	9	1	4021
4021000499300	2	0	7	2	4021
4021000505400	4	0	5	2	4021
4021000517000	2	0	17	2	4021
4021000528800	2	0	7	2	4021
4021000532900	3	0	19	1	4021
4021000544400	2	0	9	1	4021
4021000551200	3	0	17	0	4021
4021000572500	8	0	17	2	4021
4021000572501	1	0	9	1	1140
4021000575300	3	0	7	2	4021
4021000601900	4	0	11	3	4021
4021000605600	1	0	9	2	4021
4021000610000	1	0	11	1	4021
4021000620700	4	0	7	0	4021
4021000651400	4	0	7	3	4021
4021000652800	1	0	5	1	4021
4021000654300	2	0	7	1	4021
4021000658700	1	0	11	0	4021
4021000663400	1	0	7	1	4021
4021000668300	1	0	9	1	4021
4021000709400	1	0	7	0	4021
4021000715100	5	0	17	1	4021
4021000723400	1	0	5	0	4021
4021000731800	1	0	5	1	4021
4021000733700	1	0	7	1	4021
4021000738100	4	0	9	3	4021
4021000743000	4	0	17	2	4021
4021000764500	1	0	9	1	4021
4021000777700	2	0	11	2	4021
4021000778300	2	0	7	1	4021
4021000778800	1	0	11	0	4021
4021000781900	2	0	5	1	4021
4021000799100	1	0	15	3	4021
4021000811300	2	0	15	2	4024
4021000812800	4	0	13	1	4024
4021000812900	4	0	7	1	4021
4021000830900	2	0	3	1	4021
4021000834800	4	0	11	1	4021
4022000020300	2	0	9	1	4022
4022000029900	1	0	9	0	4022
4022000033600	4	0	7	1	4022
4023000011200	2	0	11	2	4023
4023000021800	3	0	5	3	4023
4023000024900	1	0	7	1	4023
4023000033600	3	0	13	3	4023
4023000039600	1	0	13	3	4023
4023000057000	1	0	11	2	4023
4023000070500	2	0	9	1	4023
4023000093300	1	0	15	1	4023
4023000102300	1	0	9	1	4023
4024000016000	2	0	9	1	4024
4024000030600	1	0	11	1	4024
4024000040200	2	0	9	0	4024
4024000052900	2	0	9	1	4024
4024000067100	2	0	7	1	4024
4024000078100	1	0	9	0	4024
4024000099000	4	0	11	1	4024
4024000106300	1	0	17	2	4024
4026000003900	2	0	17	1	4026
4026000009000	2	0	9	1	4026
4026000028300	2	0	11	1	4026
4026000039000	2	0	9	0	4026
4026000039100	1	0	13	0	4026
4026000044100	1	0	5	1	4026
4026000070500	1	0	13	2	4026
4026000083400	1	0	9	1	4026
4026000095000	2	0	7	2	4026
4026000095200	5	0	9	0	4026
4026000117900	2	0	11	1	4026
4026000126200	4	0	7	1	4026
4026000129100	4	0	7	2	4026
4026000138000	2	0	7	1	4026
4026000139100	2	0	9	1	4026
4026000143200	3	0	7	1	4026
4026000148100	1	0	5	0	4026
4027000000900	1	0	13	1	4027
4027000012100	2	0	9	2	4027
4027000012200	2	0	7	1	4027
4027000015100	2	0	9	2	4027
4027000021400	5	0	9	1	4027
4027000021401	5	0	7	1	1711
4027000027200	2	0	13	1	4027
4027000032500	3	0	17	1	4027
4027000034600	1	0	5	2	4027
4027000045800	4	0	5	1	4027
4027000054300	4	0	7	1	4027
4027000056800	2	0	5	2	4027
4027000065800	1	0	3	1	4027
4027000067200	4	0	7	2	4027
4027000077700	4	0	9	1	4027
4027000096500	1	0	13	2	4027
4027000112800	5	0	9	2	4027
4027000112801	5	0	7	3	1701
4027000123700	2	0	19	2	4027
4027000126100	1	0	7	1	4027
4027000142700	3	0	11	1	4027
4027000144400	2	0	19	2	4027
4027000169100	3	0	7	2	4027
4027000173100	1	0	15	1	4027
4027000181800	2	0	13	3	4027
4027000183400	2	0	7	2	4027
4027000183401	2	0	11	1	261
4027000196500	1	0	7	1	4027
4027000211200	2	0	9	2	4027
4027000236800	6	0	19	1	4027
4028000006400	1	0	13	1	4028
4028000015300	1	0	19	1	4028
4028000019300	2	0	19	1	4028
4029000017700	4	0	19	1	4029
4029000028400	2	0	11	1	4029
4029000032500	4	0	9	2	4029
4029000032501	1	0	11	2	1063
4029000056300	1	0	9	1	4029
4029000065800	2	0	19	2	4029
4029000067300	1	0	7	0	4029
4029000068900	4	0	9	0	4029
4029000087300	3	0	9	1	4029
4029000088700	2	0	7	1	4029
4029000111000	2	0	5	0	4029
4029000111001	2	0	5	1	172
4029000140000	2	0	7	1	4042
4029000143900	1	0	11	1	4029
4029000160700	1	0	13	1	4029
4029000174600	1	0	5	0	4029
4029000199400	3	0	5	2	4029
4030000013000	2	0	13	1	4030
4030000023000	3	0	11	1	4030
4030000030800	4	0	15	1	4030
4030000044600	1	0	5	0	4030
4031000025200	2	0	9	0	4031
4031000026000	2	0	5	2	4031
4031000028400	4	0	9	2	4031
4031000042600	1	0	9	1	4031
4031000057500	1	0	7	3	4031
4032000016200	2	0	13	2	4032
4032000018000	1	0	11	1	4032
4032000029300	4	0	5	2	4032
4032000054100	2	0	9	1	4032
4032000067500	2	0	7	1	4032
4032000067501	1	0	9	2	3338
4033000001500	1	0	11	1	4033
4033000005100	2	0	7	2	4033
4033000018800	3	0	5	3	4033
4033000020900	1	0	7	0	4033
4033000025100	2	0	9	2	4033
4033000028900	3	0	7	1	4033
4033000032500	2	0	7	2	4033
4033000034100	2	0	7	2	4033
4033000044600	2	0	17	2	4033
4033000050900	3	0	11	1	4033
4033000067000	2	0	9	1	4033
4033000067700	2	0	9	1	4033
4033000072900	1	0	5	0	4033
4033000098400	4	0	7	2	4033
4033000098700	2	0	9	2	4033
4033000098900	4	0	9	1	4033
4033000103000	2	0	5	1	4033
4033000139200	3	0	17	1	4033
4033000139900	1	0	11	1	4033
4033000144700	4	0	17	2	4033
4033000145300	1	0	9	0	4033
4033000151200	3	0	9	1	4033
4033000151700	4	0	5	2	4033
4033000152300	1	0	9	3	4033
4033000156100	2	0	7	2	4033
4033000173700	1	0	5	0	4033
4033000177300	1	0	5	0	4033
4033000196100	1	0	9	0	4033
4034000027200	2	0	5	2	4034
4034000037200	2	0	11	1	4034
4034000064500	2	0	7	1	4034
4034000118900	1	0	13	1	4034
4034000121100	1	0	5	1	4034
4034000130800	2	0	7	0	4034
4034000130801	2	0	5	1	261
4034000133900	1	0	5	0	4034
4034000133901	1	0	9	0	261
4034000134700	1	0	9	1	4034
4034000150400	4	0	5	1	4034
4034000165600	1	0	17	1	4034
4034000172700	1	0	13	1	4034
4034000173900	5	0	13	1	4034
4034000179000	4	0	5	0	4034
4034000183600	2	0	19	2	4034
4034000189000	4	0	9	1	4034
4034000189700	2	0	9	1	4034
4034000214100	5	0	13	1	4034
4034000217500	3	0	11	2	4034
4034000224800	2	0	19	2	4034
4034000228300	1	0	7	2	4034
4034000241400	2	0	7	1	4034
4034000247700	1	0	7	1	4034
4034000253600	3	0	7	0	4034
4034000290500	4	0	9	2	4034
4034000303500	2	0	13	0	4034
4034000306800	3	0	7	1	4034
4034000309500	6	0	9	1	4034
4034000310300	2	0	13	2	4034
4034000310700	1	0	7	1	4034
4034000325600	2	0	5	1	4034
4034000331700	3	0	7	1	4034
4034000335900	2	0	15	2	4034
4034000339900	1	0	3	1	4034
4034000341900	2	0	9	1	4034
4034000345700	2	0	13	2	4034
4034000348500	4	0	7	2	4034
4035000013500	5	0	9	2	4035
4035000014600	2	0	9	1	4035
4035000040700	2	0	13	2	4037
4035000049700	2	0	5	0	4035
4035000054200	1	0	5	0	4035
4035000062700	3	0	7	2	4035
4035000065300	3	0	5	2	4035
4035000104700	2	0	9	1	4037
4035000132100	5	0	13	2	4035
4035000134200	1	0	5	0	4027
4035000141200	1	0	5	0	4035
4035000141201	1	0	5	0	261
4035000151800	2	0	9	2	4035
4037000015500	1	0	7	0	4037
4037000032100	2	0	13	3	4037
4037000038600	2	0	5	2	4037
4037000048700	2	0	9	1	4037
4037000051700	1	0	3	1	4037
4037000051701	1	0	5	0	117
4037000052900	2	0	11	1	4037
4037000062300	2	0	11	0	4037
4037000092900	2	0	7	1	4037
4037000113600	4	0	9	2	4037
4037000151200	1	0	15	1	4037
4038000024000	2	0	13	1	4038
4038000047700	4	0	13	1	4038
4038000048100	1	0	13	1	4038
4038000066500	3	0	19	1	4038
4038000066900	1	0	5	1	4038
4038000115100	2	0	5	2	4038
4038000121900	4	0	11	1	4038
4038000161700	3	0	9	1	4038
4038000182400	2	0	7	1	4038
4038000213900	2	0	11	3	4038
4038000285600	1	0	5	0	4038
4038000297100	1	0	5	2	4038
4038000311500	2	0	9	2	4038
4038000313500	3	0	15	1	4038
4038000324700	2	0	9	0	4038
4038000345400	3	0	11	0	4038
4039000026800	4	0	17	3	4039
4039000036100	3	0	11	1	4039
4039000040300	2	0	9	1	4039
4039000045600	1	0	5	0	4039
4039000049200	1	0	5	1	4039
4039000052200	4	0	9	1	4039
4039000067300	3	0	9	1	4039
4039000069200	1	0	7	0	4039
4039000074700	2	0	9	3	4039
4040000006300	1	0	5	1	4040
4040000012900	2	0	7	1	4040
4040000016900	3	0	13	2	4040
4040000029200	4	0	7	1	4040
4040000030200	1	0	9	1	4040
4040000033700	2	0	5	2	4040
4040000044700	2	0	7	1	4040
4040000051900	1	0	5	0	4040
4040000053400	1	0	9	2	4040
4040000053401	1	0	5	0	261
4040000053700	1	0	3	0	4040
4040000094500	2	0	5	0	4040
4040000105300	2	0	19	1	4040
4040000125500	1	0	9	0	4040
4040000156200	2	0	5	1	4040
4040000184200	2	0	11	1	4040
4040000200500	3	0	7	3	4040
4040000206700	1	0	13	2	4040
4040000235600	4	0	15	1	4040
4040000244900	2	0	7	1	4040
4040000248000	2	0	9	1	4040
4040000248700	1	0	13	2	4040
4040000249500	2	0	5	2	4040
4040000251900	2	0	11	2	4040
4040000253600	1	0	17	2	4040
4040000268500	6	0	13	1	4040
4040000276800	1	0	13	2	4040
4040000320800	4	0	13	2	4040
4040000327400	4	0	7	1	4040
4040000333800	2	0	7	1	4040
4040000333801	2	0	7	1	155
4040000346400	4	0	19	1	4040
4040000357900	1	0	15	0	4040
4040000359800	3	0	5	0	4040
4040000368800	1	0	5	1	4040
4040000379500	2	0	15	1	4040
4040000394000	2	0	7	1	4040
4040000405400	1	0	7	1	4040
4040000407800	6	0	13	2	4040
4040000414400	1	0	3	0	4040
4040000446500	1	0	11	2	4040
4041000008300	3	0	13	2	4041
4041000029700	1	0	13	2	4041
4041000067900	3	0	7	0	4041
4042000037600	4	0	11	2	4029
4042000053100	1	0	3	2	4042
4042000071400	1	0	19	2	4042
4042000097600	4	0	5	1	4042
4042000100300	1	0	9	2	4042
4042000108400	4	0	9	1	4042
4042000117000	1	0	11	2	4044
4042000126100	1	0	11	1	4042
4044000003800	1	0	7	1	4044
4044000008600	1	0	11	1	4044
4044000015100	4	0	11	1	4044
4044000015101	4	0	7	2	198
4044000022900	2	0	9	2	4044
4044000028000	1	0	7	1	4044
4044000057800	4	0	13	2	4044
4044000067300	2	0	5	0	4044
4044000090000	5	0	11	2	4044
4044000093300	4	0	7	1	4044
4044000094000	1	0	9	1	4044
4044000107600	1	0	5	1	4044
4044000163800	4	0	11	2	4044
4044000175800	1	0	5	0	4044
4044000191000	1	0	5	1	4044
4044000212300	3	0	11	3	4044
4044000219700	6	0	11	2	4044
4044000250500	1	0	7	1	4044
4044000251800	2	0	19	1	4044
4045000012100	4	0	13	2	4045
4045000012200	2	0	9	2	4045
4045000030900	1	0	15	1	4045
4045000037900	4	0	13	1	4045
4045000040900	2	0	13	1	4045
4045000040901	2	0	7	1	117
4045000055000	3	0	5	1	4045
4045000074100	2	0	5	2	4045
4045000102800	1	0	5	0	4045
4045000111800	3	0	9	1	4045
4045000134500	2	0	9	1	4045
4045000152300	2	0	5	1	4045
4045000163400	3	0	11	3	4045
4045000167800	3	0	5	1	4045
4045000172700	2	0	5	0	4045
4045000190400	1	0	19	3	4045
4045000192801	2	0	11	2	13
4045000199000	3	0	17	1	4045
4045000209600	1	0	5	0	4045
4045000216300	1	0	13	1	4045
4045000219700	1	0	9	3	4045
4045000238600	2	0	11	1	4045
4045000242700	3	0	9	1	4045
4045000246000	1	0	9	1	4045
4045000255900	1	0	7	0	4045
4045000258500	1	0	7	0	4045
4045000272300	3	0	7	1	4045
4045000285700	1	0	11	1	4045
4045000288900	4	0	13	2	4045
4045000289300	2	0	11	2	4045
4045000310500	1	0	9	0	4045
4045000319700	1	0	19	2	4045
4045000322800	4	0	11	3	4045
4045000336800	2	0	13	1	4045
4045000343500	1	0	5	1	4045
4045000347400	1	0	9	1	4021
4045000359800	2	0	11	0	4045
4045000367800	1	0	5	0	4021
4045000374400	1	0	7	1	4045
4045000394100	1	0	7	1	4045
4045000410700	2	0	5	0	4045
4045000419000	2	0	5	0	4045
4045000436100	1	0	5	1	4045
4045000444100	5	0	11	1	4045
4045000446500	5	0	11	1	4045
4045000463600	1	0	13	1	4045
4045000467000	2	0	11	3	4045
4045000470500	1	0	7	1	4045
4045000473700	2	0	7	0	4045
4045000487200	1	0	9	1	4045
4045000496400	5	0	9	1	4045
4045000499600	1	0	7	1	4045
4045000504000	3	0	17	3	4045
4045000544000	1	0	13	2	4045
4045000544700	1	0	11	1	4045
4045000553700	1	0	9	0	4045
4045000561900	1	0	19	1	4045
4045000575100	2	0	5	2	4045
4045000575101	1	0	7	0	4119
4045000583000	4	0	7	1	4045
4045000604400	1	0	7	1	4045
4045000640200	1	0	7	2	4045
4045000640300	1	0	9	0	4045
4045000644400	2	0	11	1	4045
4045000671800	1	0	5	0	4045
4045000686500	2	0	7	1	4045
4045000692500	3	0	19	1	4045
4045000704700	2	0	19	2	4045
4045000728100	1	0	9	0	4045
4045000733200	2	0	11	2	4045
4045000742400	2	0	9	1	4045
4045000748100	2	0	9	2	4045
4045000784500	1	0	7	0	4045
4045000788400	3	0	9	1	4045
4045000790600	1	0	7	0	4045
4045000801700	3	0	9	2	4045
4045000806200	2	0	9	3	4045
4045000816700	1	0	19	2	4045
4045000839500	2	0	7	1	4045
4045000850600	3	0	19	1	4045
4045000891400	2	0	7	0	4045
4045000908601	4	0	13	2	4209
4045000945200	4	0	13	1	4045
4045000957900	1	0	5	1	4045
4045000958000	1	0	5	0	4045
4046000000600	4	0	9	2	4046
4046000030100	2	0	9	1	4046
4047000010800	4	0	19	3	4047
4047000025400	1	0	17	2	4047
4047000037500	1	0	5	1	4047
4047000052500	2	0	5	3	4047
4047000085300	1	0	3	1	4047
4047000091400	4	0	9	3	4047
4047000092800	3	0	13	2	4044
4047000096400	2	0	11	1	4047
4047000100600	1	0	5	0	4047
4047000141800	3	0	9	2	4047
4047000148900	2	0	7	1	4047
4047000148901	2	0	5	0	117
4047000164700	1	0	13	1	4047
4047000171000	3	0	7	1	4047
4048000013300	1	0	3	0	4048
4048000023600	3	0	13	2	4048
4048000049000	2	0	5	2	4048
4048000052500	1	0	7	1	4048
4048000056400	1	0	3	1	4048
4048000068100	2	0	9	1	4048
4048000078900	2	0	7	1	4048
4048000082900	2	0	7	2	4048
4048000099600	1	0	11	1	4048
4048000123800	1	0	3	0	4048
4048000141100	2	0	13	3	4048
4048000143400	2	0	7	1	4048
4048000161800	1	0	9	1	4048
4048000165900	3	0	17	0	4048
4048000167200	2	0	13	3	4048
4048000181400	5	0	9	1	4048
4048000208400	2	0	5	1	4048
4048000215100	5	0	11	3	4048
4048000216900	2	0	15	0	4048
4048000220600	1	0	9	2	4048
4048000220900	1	0	5	1	4048
4048000223900	1	0	19	1	4048
4048000227400	2	0	9	1	4048
4048000231300	4	0	3	0	4048
4049000030000	2	0	9	2	4049
4049000036300	2	0	11	2	4049
4049000054000	3	0	11	2	4049
4049000058600	1	0	11	0	4049
4049000066400	3	0	7	1	4049
4049000073500	4	0	19	1	4049
4049000091400	4	0	15	2	4049
4049000108100	2	0	9	1	4049
4049000116500	2	0	17	1	4049
4049000143200	1	0	9	2	4049
4049000164400	1	0	5	1	4049
4061000022100	1	0	5	0	4061
4061000063500	1	0	7	2	4061
4061000071200	4	0	11	0	4061
4062000008400	1	0	7	1	4062
4062000018200	3	0	11	1	4062
4062000022800	4	0	9	2	4062
4062000022801	4	0	19	0	261
4062000030500	3	0	11	1	4062
4062000042800	3	0	5	2	4062
4062000056000	1	0	5	2	4062
4062000079700	1	0	5	0	4062
4062000082200	1	0	7	1	4062
4062000083000	1	0	11	0	4062
4062000085600	2	0	7	0	4062
4062000099100	2	0	9	1	4062
4062000099900	4	0	11	1	4062
4062000100100	2	0	11	0	4062
4062000114600	2	0	13	2	4062
4062000123800	1	0	7	1	4062
4062000123801	1	0	9	0	195
4062000131200	2	0	11	2	4081
4062000140300	1	0	11	0	4062
4062000151400	4	0	9	1	4062
4062000163600	2	0	5	1	4083
4062000175600	2	0	5	1	4062
4062000180100	1	0	5	0	4062
4062000192800	3	0	9	1	4062
4063000005100	4	0	7	1	4063
4063000013100	2	0	11	2	4063
4063000034900	2	0	7	1	4063
4063000066100	2	0	17	3	4063
4063000070500	3	0	19	3	4063
4063000071900	3	0	9	2	4063
4063000082200	3	0	7	2	4063
4063000096500	2	0	7	1	4063
4063000104600	1	0	11	0	4063
4063000108100	2	0	7	2	4063
4063000132500	1	0	9	3	4063
4063000136300	1	0	7	0	4063
4063000147900	5	0	11	2	4063
4063000154600	2	0	7	0	4063
4063000178300	3	0	5	1	4083
4063000178600	4	0	13	2	4063
4063000185600	1	0	19	2	4063
4063000192500	1	0	7	1	4083
4063000213200	1	0	9	1	4063
4063000224700	3	0	11	1	4063
4063000231300	3	0	7	1	4063
4063000254400	3	0	9	2	4063
4063000264900	3	0	19	3	4063
4063000271400	2	0	9	1	4063
4063000271500	2	0	19	0	4063
4064000029500	2	0	9	1	4064
4064000033200	2	0	7	1	4064
4064000035000	1	0	19	1	4064
4064000036400	3	0	13	0	4064
4065000004100	1	0	9	1	4065
4065000010400	4	0	9	2	4065
4065000047100	4	0	5	2	4065
4065000077900	1	0	5	1	4065
4065000084200	5	0	15	2	4065
4065000091900	2	0	9	2	4065
4065000099000	2	0	7	2	4065
4065000099300	3	0	9	2	4065
4065000125600	2	0	5	1	4065
4065000127600	5	0	17	1	4065
4065000136100	2	0	7	1	4065
4065000143800	3	0	7	0	4065
4066000014400	2	0	11	1	4066
4066000019500	3	0	9	2	4066
4066000034800	4	0	7	2	4066
4067000023900	2	0	11	2	4067
4067000038300	3	0	11	1	4067
4067000050700	4	0	15	1	4067
4067000053300	1	0	15	2	4067
4067000056500	5	0	9	2	4067
4067000057700	5	0	9	3	4067
4068000028000	1	0	7	2	4068
4068000051400	4	0	9	2	4068
4068000069200	1	0	9	1	4068
4068000085900	6	0	9	2	4068
4068000088600	6	0	7	1	4068
4068000092400	1	0	7	1	4068
4068000092401	1	0	9	1	261
4069000004300	1	0	11	3	4069
4069000018300	1	0	5	0	4069
4069000027500	1	0	9	1	4069
4069000045100	1	0	7	1	4069
4071000029800	4	0	9	2	4071
4071000034800	4	0	11	1	4071
4071000046300	2	0	9	1	4071
4071000070900	5	0	9	2	4071
4072000041100	6	0	9	2	4072
4072000072600	3	0	7	2	4072
4072000080900	1	0	13	1	4072
4072000093900	2	0	11	1	4072
4073000010600	4	0	9	0	4073
4073000032200	1	0	9	2	4073
4073000034500	2	0	9	1	4073
4073000042600	3	0	7	2	4073
4073000050900	1	0	5	0	4073
4073000062200	2	0	9	3	4073
4073000064300	2	0	9	1	4073
4074000004200	3	0	11	1	4074
4074000011600	3	0	9	1	4074
4074000031600	2	0	5	2	4074
4074000034700	1	0	9	0	4074
4074000038200	4	0	13	1	4074
4074000043300	1	0	5	0	4074
4074000064100	4	0	19	3	4074
4074000072200	1	0	5	0	4074
4074000072201	1	0	7	1	230
4075000000400	4	0	7	1	4075
4075000039700	4	0	19	1	4075
4075000049200	1	0	9	1	4075
4075000061200	3	0	11	1	4075
4075000067300	3	0	9	0	4075
4075000090300	1	0	5	1	4075
4075000090600	2	0	15	1	4075
4075000093500	2	0	17	0	4062
4075000115100	1	0	5	1	4062
4075000135400	4	0	19	2	4075
4075000135700	2	0	9	0	4075
4075000160500	2	0	11	2	4075
4075000161600	5	0	17	1	4075
4075000163700	3	0	11	1	4075
4075000167700	1	0	7	2	4075
4075000174700	2	0	7	1	4075
4076000015700	4	0	5	0	4076
4076000019600	4	0	11	2	4076
4076000022700	1	0	5	0	4076
4076000039800	1	0	5	1	4076
4076000040700	5	0	5	2	4076
4076000055300	2	0	5	2	4076
4076000066000	4	0	9	2	4076
4076000079300	3	0	13	1	4076
4077000013900	2	0	19	1	4077
4077000020700	4	0	15	1	4077
4077000026300	1	0	15	2	4077
4077000043000	1	0	9	0	4077
4077000050900	3	0	5	2	4033
4079000018600	2	0	19	0	4079
4079000018601	1	0	13	0	1059
4079000030600	1	0	7	1	4079
4079000051000	3	0	9	2	4079
4079000051001	3	0	7	3	39
4079000051500	2	0	7	1	4079
4080000003200	4	0	7	1	4080
4080000044400	2	0	15	1	4080
4080000048300	3	0	11	2	4080
4080000052500	2	0	11	2	4080
4080000057700	1	0	15	1	4080
4080000068000	2	0	5	1	4080
4080000078300	1	0	9	2	4194
4080000084900	2	0	11	1	4080
4080000099000	4	0	11	1	4080
4080000102600	4	0	7	1	4194
4080000106000	3	0	9	3	4080
4080000137100	1	0	19	2	4080
4080000141900	2	0	11	1	4080
4080000149200	2	0	13	1	4080
4080000162100	2	0	11	1	4080
4080000170300	2	0	5	1	4080
4080000198300	2	0	9	1	4080
4080000199900	1	0	3	1	4080
4080000216800	3	0	13	1	4080
4080000216900	3	0	11	1	4080
4080000232100	1	0	9	0	4080
4080000236400	3	0	7	1	4080
4080000248000	2	0	5	1	4080
4080000254700	2	0	11	1	4080
4081000002800	2	0	9	1	4081
4081000033000	2	0	3	1	4081
4081000033100	1	0	9	1	4081
4081000035000	1	0	19	2	4081
4081000061500	3	0	13	2	4081
4081000064500	2	0	13	2	4081
4081000071300	3	0	9	1	4081
4081000080200	2	0	5	1	4081
4081000090400	2	0	7	1	4081
4081000094400	3	0	3	1	4081
4081000096200	2	0	11	1	4081
4081000100000	2	0	7	2	4081
4081000100400	2	0	17	1	4081
4081000102200	2	0	13	2	4081
4081000109700	5	0	5	2	4081
4081000136300	2	0	13	3	4081
4081000143600	4	0	11	1	4081
4081000144900	2	0	5	1	4081
4081000156300	2	0	7	1	4081
4082000006700	2	0	5	0	4082
4082000010400	2	0	5	2	4082
4082000024400	1	0	5	0	4082
4082000031800	2	0	11	1	4082
4082000039400	5	0	9	1	4082
4082000039800	2	0	11	1	4082
4082000049600	3	0	5	2	4082
4082000059300	2	0	5	0	4082
4082000061300	3	0	5	1	4082
4082000063900	1	0	9	2	4082
4082000077500	3	0	7	2	4082
4082000095600	1	0	7	0	4082
4082000102700	2	0	13	0	4082
4082000108200	1	0	9	2	4082
4082000116800	2	0	13	1	4082
4082000120300	2	0	19	2	4082
4082000123600	5	0	9	1	4082
4082000124600	4	0	13	0	4082
4082000124601	1	0	5	1	5561
4082000126300	5	0	9	1	4082
4082000173600	2	0	5	2	4082
4082000174100	2	0	5	0	4082
4082000178700	5	0	19	1	4082
4082000179400	1	0	7	0	4082
4082000180300	2	0	7	0	4082
4082000180800	1	0	5	0	4082
4082000201900	3	0	11	1	4082
4082000202200	2	0	7	1	4082
4082000231700	2	0	11	2	4082
4082000246100	1	0	5	0	4082
4082000251800	3	0	7	3	4082
4082000281800	2	0	5	2	4082
4082000288700	4	0	13	1	4082
4082000300300	1	0	11	2	4082
4082000307500	1	0	15	2	4082
4082000320400	5	0	13	3	4082
4082000351900	1	0	5	0	4082
4082000365900	2	0	7	1	4082
4082000368300	1	0	5	1	4082
4082000369000	2	0	5	2	4082
4082000379600	1	0	5	0	4082
4082000381400	2	0	7	1	4082
4082000385500	4	0	13	1	4082
4082000387700	2	0	19	2	4082
4082000404600	1	0	11	3	4082
4082000405900	4	0	15	1	4082
4082000426700	1	0	5	0	4082
4082000459600	2	0	5	1	4082
4082000477100	4	0	17	2	4082
4082000484100	2	0	9	2	4082
4082000494600	1	0	9	2	4082
4082000500300	2	0	9	1	4082
4082000504000	1	0	7	0	4082
4082000546100	2	0	5	0	4082
4082000608100	1	0	13	1	4082
4082000612700	2	0	11	1	4082
4083000005400	2	0	7	1	4063
4083000023200	2	0	19	0	4083
4083000034200	2	0	7	0	4083
4083000035900	5	0	9	1	4083
4083000038700	2	0	5	1	4083
4083000057300	4	0	7	3	4083
4083000061000	4	0	11	1	4083
4083000082500	1	0	5	0	4083
4083000106800	4	0	13	3	4083
4083000117900	1	0	5	1	4083
4083000123000	1	0	7	1	4083
4083000133300	1	0	9	1	4083
4083000145600	2	0	5	0	4083
4083000155100	2	0	5	0	4083
4083000170000	3	0	7	0	4083
4084000001200	2	0	11	2	4084
4084000004900	4	0	9	2	4084
4084000005700	3	0	11	2	4084
4084000014800	2	0	9	2	4084
4091000007700	2	0	9	0	4120
4091000024900	2	0	9	1	4091
4091000038200	2	0	7	1	4091
4091000055400	1	0	5	1	4091
4092000002200	2	0	11	1	4092
4092000017900	4	0	13	3	4092
4092000020700	3	0	7	1	4104
4092000028800	6	0	9	1	4092
4092000038900	2	0	7	1	4092
4092000048500	1	0	7	1	4092
4092000051800	2	0	9	0	4092
4092000062500	5	0	5	2	4092
4092000066200	4	0	5	1	4092
4092000066201	1	0	7	1	4551
4092000069000	2	0	11	1	4092
4092000070600	1	0	7	0	4092
4092000071700	2	0	5	1	4092
4092000072400	2	0	5	1	4092
4092000095400	3	0	17	1	4092
4092000132200	7	0	7	1	4092
4092000134500	3	0	7	2	4092
4093000011600	4	0	9	1	4093
4093000015600	1	0	7	0	4093
4093000024800	3	0	11	2	4093
4093000025500	2	0	9	0	4093
4094000009500	1	0	17	3	4094
4095000014300	2	0	7	1	4095
4095000025400	2	0	7	2	4095
4095000042600	1	0	5	1	4095
4095000051900	1	0	15	3	4095
4095000053300	2	0	19	2	4123
4095000058800	4	0	9	1	4095
4095000081100	1	0	13	1	4095
4095000109400	3	0	7	0	4095
4095000128900	1	0	11	1	4095
4095000143200	2	0	9	1	4095
4095000146300	1	0	9	1	4095
4095000188700	1	0	9	0	4095
4095000190900	2	0	9	1	4095
4095000195900	1	0	3	0	4095
4095000219100	5	0	5	1	4095
4095000228000	1	0	11	0	4095
4095000233900	2	0	7	1	4095
4095000237600	1	0	5	0	4095
4095000243100	2	0	11	2	4095
4095000269800	2	0	9	2	4095
4095000272500	3	0	17	2	4095
4095000272700	2	0	13	2	4095
4095000297300	2	0	7	1	4095
4095000299000	1	0	9	2	4095
